Date,Adj Close
2020-01-02,38.13999938964844
2020-01-03,38.369998931884766
2020-01-06,38.779998779296875
2020-01-07,39.099998474121094
2020-01-08,38.90999984741211
2020-01-09,38.70000076293945
2020-01-10,38.5099983215332
2020-01-13,38.54999923706055
2020-01-14,38.52000045776367
2020-01-15,38.58000183105469
2020-01-16,38.7400016784668
2020-01-17,38.68000030517578
2020-01-21,38.2400016784668
2020-01-22,37.45000076293945
2020-01-23,36.869998931884766
2020-01-24,36.61000061035156
2020-01-27,37.22999954223633
2020-01-28,37.470001220703125
2020-01-29,36.560001373291016
2020-01-30,36.869998931884766
2020-01-31,36.400001525878906
2020-02-03,37.279998779296875
2020-02-04,38.36000061035156
2020-02-05,38.22999954223633
2020-02-06,39.029998779296875
2020-02-07,39.0
2020-02-10,39.099998474121094
2020-02-11,39.2400016784668
2020-02-12,39.58000183105469
2020-02-13,37.630001068115234
2020-02-14,37.099998474121094
2020-02-18,37.040000915527344
2020-02-19,36.81999969482422
2020-02-20,36.4900016784668
2020-02-21,36.18000030517578
2020-02-24,34.43000030517578
2020-02-25,33.0
2020-02-26,31.90999984741211
2020-02-27,30.649999618530273
2020-02-28,30.6200008392334
2020-03-02,31.040000915527344
2020-03-03,30.010000228881836
2020-03-04,29.860000610351562
2020-03-05,27.030000686645508
2020-03-06,26.219999313354492
2020-03-09,22.459999084472656
2020-03-10,24.079999923706055
2020-03-11,20.959999084472656
2020-03-12,16.950000762939453
2020-03-13,17.479999542236328
2020-03-16,9.930000305175781
2020-03-17,7.670000076293945
2020-03-18,3.5999999046325684
2020-03-19,4.849999904632568
2020-03-20,5.539999961853027
2020-03-23,6.71999979019165
2020-03-24,10.430000305175781
2020-03-25,11.5600004196167
2020-03-26,12.25
2020-03-27,10.710000038146973
2020-03-30,9.3100004196167
2020-03-31,10.069999694824219
2020-04-01,9.239999771118164
2020-04-02,9.079999923706055
2020-04-03,8.460000038146973
2020-04-06,10.399999618530273
2020-04-07,10.949999809265137
2020-04-08,11.989999771118164
2020-04-09,12.850000381469727
2020-04-13,12.069999694824219
2020-04-14,12.770000457763672
2020-04-15,12.430000305175781
2020-04-16,11.970000267028809
2020-04-17,12.329999923706055
2020-04-20,11.9399995803833
2020-04-21,12.050000190734863
2020-04-22,12.529999732971191
2020-04-23,10.970000267028809
2020-04-24,11.029999732971191
2020-04-27,12.1899995803833
2020-04-28,12.220000267028809
2020-04-29,15.229999542236328
2020-04-30,14.079999923706055
2020-05-01,12.65999984741211
2020-05-04,12.5
2020-05-05,11.670000076293945
2020-05-06,11.4399995803833
2020-05-07,12.920000076293945
2020-05-08,13.640000343322754
2020-05-11,14.619999885559082
2020-05-12,13.649999618530273
2020-05-13,12.40999984741211
2020-05-14,12.3100004196167
2020-05-15,12.90999984741211
2020-05-18,14.699999809265137
2020-05-19,14.09000015258789
2020-05-20,14.890000343322754
2020-05-21,14.399999618530273
2020-05-22,14.380000114440918
2020-05-26,15.350000381469727
2020-05-27,16.219999313354492
2020-05-28,15.0
2020-05-29,14.800000190734863
2020-06-01,15.800000190734863
2020-06-02,15.420000076293945
2020-06-03,16.809999465942383
2020-06-04,17.239999771118164
2020-06-05,18.56999969482422
2020-06-08,20.040000915527344
2020-06-09,18.700000762939453
2020-06-10,17.010000228881836
2020-06-11,14.8100004196167
2020-06-12,16.079999923706055
2020-06-15,16.139999389648438
2020-06-16,16.350000381469727
2020-06-17,15.579999923706055
2020-06-18,15.920000076293945
2020-06-19,15.170000076293945
2020-06-22,14.8100004196167
2020-06-23,15.8100004196167
2020-06-24,14.029999732971191
2020-06-25,13.989999771118164
2020-06-26,12.710000038146973
2020-06-29,13.84000015258789
2020-06-30,13.579999923706055
2020-07-01,13.5600004196167
2020-07-02,13.609999656677246
2020-07-06,13.819999694824219
2020-07-07,13.079999923706055
2020-07-08,12.850000381469727
2020-07-09,12.029999732971191
2020-07-10,12.579999923706055
2020-07-13,12.420000076293945
2020-07-14,12.489999771118164
2020-07-15,13.40999984741211
2020-07-16,13.15999984741211
2020-07-17,12.800000190734863
2020-07-20,12.149999618530273
2020-07-21,12.819999694824219
2020-07-22,12.800000190734863
2020-07-23,12.59000015258789
2020-07-24,12.619999885559082
2020-07-27,12.010000228881836
2020-07-28,12.0
2020-07-29,12.930000305175781
2020-07-30,12.529999732971191
2020-07-31,11.529999732971191
2020-08-03,11.470000267028809
2020-08-04,12.470000267028809
2020-08-05,12.920000076293945
2020-08-06,13.069999694824219
2020-08-07,13.59000015258789
2020-08-10,14.449999809265137
2020-08-11,14.970000267028809
2020-08-12,14.369999885559082
2020-08-13,14.970000267028809
2020-08-14,15.210000038146973
2020-08-17,14.449999809265137
2020-08-18,14.579999923706055
2020-08-19,14.229999542236328
2020-08-20,14.369999885559082
2020-08-21,13.979999542236328
2020-08-24,14.859999656677246
2020-08-25,14.710000038146973
2020-08-26,14.460000038146973
2020-08-27,15.359999656677246
2020-08-28,16.760000228881836
2020-08-31,14.8100004196167
2020-09-01,15.460000038146973
2020-09-02,15.789999961853027
2020-09-03,15.4399995803833
2020-09-04,16.350000381469727
2020-09-08,15.670000076293945
2020-09-09,16.8700008392334
2020-09-10,17.3799991607666
2020-09-11,16.600000381469727
2020-09-14,17.110000610351562
2020-09-15,17.780000686645508
2020-09-16,18.110000610351562
2020-09-17,17.600000381469727
2020-09-18,16.989999771118164
2020-09-21,14.579999923706055
2020-09-22,14.760000228881836
2020-09-23,13.979999542236328
2020-09-24,13.75
2020-09-25,13.989999771118164
2020-09-28,14.359999656677246
2020-09-29,14.109999656677246
2020-09-30,14.539999961853027
2020-10-01,15.390000343322754
2020-10-02,15.600000381469727
2020-10-05,14.800000190734863
2020-10-06,14.9399995803833
2020-10-07,14.859999656677246
2020-10-08,15.649999618530273
2020-10-09,15.75
2020-10-12,15.75
2020-10-13,15.5600004196167
2020-10-14,15.729999542236328
2020-10-15,16.010000228881836
2020-10-16,15.779999732971191
2020-10-19,16.219999313354492
2020-10-20,15.850000381469727
2020-10-21,15.739999771118164
2020-10-22,16.510000228881836
2020-10-23,16.8799991607666
2020-10-26,15.539999961853027
2020-10-27,15.569999694824219
2020-10-28,12.989999771118164
2020-10-29,13.520000457763672
2020-10-30,13.520000457763672
2020-11-02,13.420000076293945
2020-11-03,13.520000457763672
2020-11-04,13.020000457763672
2020-11-05,13.729999542236328
2020-11-06,14.0600004196167
2020-11-09,20.059999465942383
2020-11-10,21.899999618530273
2020-11-11,18.889999389648438
2020-11-12,18.559999465942383
2020-11-13,19.450000762939453
2020-11-16,20.31999969482422
2020-11-17,20.799999237060547
2020-11-18,19.770000457763672
2020-11-19,20.06999969482422
2020-11-20,19.329999923706055
2020-11-23,20.469999313354492
2020-11-24,23.149999618530273
2020-11-25,22.829999923706055
2020-11-27,22.690000534057617
2020-11-30,23.049999237060547
2020-12-01,23.649999618530273
2020-12-02,24.309999465942383
2020-12-03,24.8799991607666
2020-12-04,26.15999984741211
2020-12-07,24.34000015258789
2020-12-08,25.15999984741211
2020-12-09,26.079999923706055
2020-12-10,25.719999313354492
2020-12-11,23.399999618530273
2020-12-14,23.299999237060547
2020-12-15,23.780000686645508
2020-12-16,23.850000381469727
2020-12-17,24.389999389648438
2020-12-18,24.59000015258789
2020-12-21,24.100000381469727
2020-12-22,24.5
2020-12-23,25.079999923706055
2020-12-24,23.889999389648438
2020-12-28,24.450000762939453
2020-12-29,24.670000076293945
2020-12-30,25.549999237060547
2020-12-31,25.690000534057617
2021-01-04,24.940000534057617
2021-01-05,25.56999969482422
2021-01-06,26.1200008392334
2021-01-07,25.350000381469727
2021-01-08,25.40999984741211
2021-01-11,24.8700008392334
2021-01-12,26.1299991607666
2021-01-13,26.239999771118164
2021-01-14,27.1200008392334
2021-01-15,26.389999389648438
2021-01-19,26.190000534057617
2021-01-20,27.579999923706055
2021-01-21,28.540000915527344
2021-01-22,28.6200008392334
2021-01-25,29.139999389648438
2021-01-26,29.270000457763672
2021-01-27,28.940000534057617
2021-01-28,30.06999969482422
2021-01-29,27.290000915527344
2021-02-01,27.049999237060547
2021-02-02,27.829999923706055
2021-02-03,29.670000076293945
2021-02-04,30.729999542236328
2021-02-05,31.209999084472656
2021-02-08,30.969999313354492
2021-02-09,30.329999923706055
2021-02-10,29.469999313354492
2021-02-11,29.65999984741211
2021-02-12,30.309999465942383
2021-02-16,29.780000686645508
2021-02-17,29.459999084472656
2021-02-18,29.510000228881836
2021-02-19,30.649999618530273
2021-02-22,31.360000610351562
2021-02-23,32.0
2021-02-24,33.40999984741211
2021-02-25,30.6200008392334
2021-02-26,31.139999389648438
2021-03-01,31.989999771118164
2021-03-02,31.809999465942383
2021-03-03,32.689998626708984
2021-03-04,31.969999313354492
2021-03-05,31.770000457763672
2021-03-08,32.15999984741211
2021-03-09,32.29999923706055
2021-03-10,33.08000183105469
2021-03-11,33.43000030517578
2021-03-12,34.36000061035156
2021-03-15,33.47999954223633
2021-03-16,31.8700008392334
2021-03-17,31.959999084472656
2021-03-18,30.979999542236328
2021-03-19,31.350000381469727
2021-03-22,30.1299991607666
2021-03-23,29.059999465942383
2021-03-24,28.540000915527344
2021-03-25,29.979999542236328
2021-03-26,30.25
2021-03-29,28.989999771118164
2021-03-30,29.889999389648438
2021-03-31,30.459999084472656
2021-04-01,31.260000228881836
2021-04-05,31.6299991607666
2021-04-06,32.0
2021-04-07,31.530000686645508
2021-04-08,31.670000076293945
2021-04-09,31.959999084472656
2021-04-12,32.84000015258789
2021-04-13,32.81999969482422
2021-04-14,32.779998779296875
2021-04-15,34.0099983215332
2021-04-16,33.900001525878906
2021-04-19,32.97999954223633
2021-04-20,31.469999313354492
2021-04-21,34.470001220703125
2021-04-22,34.34000015258789
2021-04-23,34.7400016784668
2021-04-26,34.65999984741211
2021-04-27,35.20000076293945
2021-04-28,32.689998626708984
2021-04-29,32.34000015258789
2021-04-30,32.22999954223633
2021-05-03,31.510000228881836
2021-05-04,31.540000915527344
2021-05-05,31.6200008392334
