,Date,Adj Close,daily_return
0,2020-01-02,5.679999828338623,
1,2020-01-03,5.559999942779541,-0.021126741053825282
2,2020-01-06,5.630000114440918,0.012589959061471312
3,2020-01-07,5.670000076293945,0.007104788817042351
4,2020-01-08,6.070000171661377,0.07054675308379932
5,2020-01-09,6.420000076293945,0.05766060868772138
6,2020-01-10,6.309999942779541,-0.017133976979312404
7,2020-01-13,6.110000133514404,-0.03169569113768289
8,2020-01-14,5.949999809265137,-0.026186631874464017
9,2020-01-15,5.730000019073486,-0.03697475583933196
10,2020-01-16,5.5,-0.04013961925093956
11,2020-01-17,5.71999979019165,0.039999961853027344
12,2020-01-21,5.860000133514404,0.024475585394744037
13,2020-01-22,5.820000171661377,-0.006825931901308424
14,2020-01-23,5.619999885559082,-0.03436430931327672
15,2020-01-24,5.619999885559082,0.0
16,2020-01-27,5.409999847412109,-0.03736655559132307
17,2020-01-28,5.550000190734863,0.02587806788751079
18,2020-01-29,5.5,-0.009009043066040445
19,2020-01-30,5.269999980926514,-0.04181818528608838
20,2020-01-31,5.239999771118164,-0.005692639452927528
21,2020-02-03,5.730000019073486,0.09351150178595535
22,2020-02-04,5.619999885559082,-0.01919723091592429
23,2020-02-05,5.639999866485596,0.0035587155398177917
24,2020-02-06,5.550000190734863,-0.01595738969526128
25,2020-02-07,5.670000076293945,0.021621600258574514
26,2020-02-10,5.519999980926514,-0.026455042918707594
27,2020-02-11,5.349999904632568,-0.030797115377056872
28,2020-02-12,5.489999771118164,0.026168199809568193
29,2020-02-13,5.480000019073486,-0.001821448535805903
30,2020-02-14,5.53000020980835,0.009124122365115728
31,2020-02-18,5.349999904632568,-0.03254978270281461
32,2020-02-19,5.199999809265137,-0.028037401503044235
33,2020-02-20,4.900000095367432,-0.05769225478877493
34,2020-02-21,4.260000228881836,-0.13061221510804988
35,2020-02-24,4.360000133514404,0.023474154755812382
36,2020-02-25,4.139999866485596,-0.0504587752962925
37,2020-02-26,4.130000114440918,-0.0024153991225044358
38,2020-02-27,3.259999990463257,-0.21065377720829281
39,2020-02-28,3.740000009536743,0.14723927008517457
40,2020-03-02,3.839999914169312,0.026737942346945376
41,2020-03-03,3.700000047683716,-0.0364582993788638
42,2020-03-04,3.829999923706055,0.035135101174855965
43,2020-03-05,3.670000076293945,-0.041775417911050106
44,2020-03-06,3.799999952316284,0.03542230880649355
45,2020-03-09,3.390000104904175,-0.10789469804129725
46,2020-03-10,3.309999942779541,-0.023598867153101555
47,2020-03-11,3.190000057220459,-0.036253742487473706
48,2020-03-12,3.009999990463257,-0.05642635220327907
49,2020-03-13,2.700000047683716,-0.10299001453878087
50,2020-03-16,2.450000047683716,-0.09259259095734862
51,2020-03-17,2.5,0.020408143405366452
52,2020-03-18,2.319999933242798,-0.07200002670288086
53,2020-03-19,2.5799999237060547,0.11206896463132221
54,2020-03-20,2.5999999046325684,0.007751930820906638
55,2020-03-23,2.539999961853028,-0.023076901915509818
56,2020-03-24,2.5999999046325684,0.023622025071121877
57,2020-03-25,2.549999952316284,-0.01923075159625831
