Date,Open,High,Low,Close,Adj Close,Volume,daily_return
2022-01-03,43.16999816894531,44.2599983215332,42.5099983215332,44.0,43.31201171875,10571400,
2022-01-04,44.709999084472656,45.540000915527344,44.47999954223633,44.65999984741211,43.96168899536133,11207000,0.0149999330631434
2022-01-05,44.95000076293945,45.20000076293945,43.79999923706055,43.9900016784668,43.30216598510742,9702000,-0.015002221828271822
2022-01-06,44.47999954223633,44.68000030517578,43.06999969482422,43.88999938964844,43.203731536865234,6750700,-0.0022731991807533047
2022-01-07,44.189998626708984,45.68000030517578,44.11000061035156,45.349998474121094,44.640899658203125,7479100,0.0332649072247746
2022-01-10,45.619998931884766,45.709999084472656,44.290000915527344,45.2400016784668,44.532623291015625,7710800,-0.0024254969773577217
2022-01-11,45.349998474121094,46.25,45.290000915527344,45.83000183105469,45.113399505615234,6813200,0.013041590000308467
2022-01-12,45.540000915527344,45.93000030517578,44.720001220703125,45.209999084472656,44.50308609008789,7831000,-0.013528428852970342
2022-01-13,45.31999969482422,46.4900016784668,45.2400016784668,45.790000915527344,45.07402038574219,8185900,0.012829094469955393
2022-01-14,45.560001373291016,45.90999984741211,44.970001220703125,45.81999969482422,45.10354995727539,6241100,0.000655135070723345
2022-01-18,45.5,46.20000076293945,45.15999984741211,45.43000030517578,44.71965026855469,6734000,-0.008511518252650951
2022-01-19,45.380001068115234,45.689998626708984,44.400001525878906,44.43000030517578,43.73528289794922,5475300,-0.022011964867659994
2022-01-20,44.7599983215332,45.75,44.2599983215332,44.34000015258789,43.646697998046875,7172700,-0.002025479064787228
2022-01-21,44.25,44.38999938964844,43.15999984741211,43.369998931884766,42.691856384277344,7899700,-0.021876605964837426
2022-01-24,42.380001068115234,43.95000076293945,41.880001068115234,43.869998931884766,43.184043884277344,11296800,0.011528838089628346
2022-01-25,43.400001525878906,44.15999984741211,42.880001068115234,43.849998474121094,43.16435241699219,6803400,-0.0004559894237308182
2022-01-26,44.400001525878906,45.349998474121094,43.349998474121094,43.709999084472656,43.02654266357422,10785800,-0.0031926751057597125
2022-01-27,43.290000915527344,44.58000183105469,42.45000076293945,42.81999969482422,42.15045928955078,8960900,-0.02036146340814693
2022-01-28,42.790000915527344,42.959999084472656,40.630001068115234,42.93000030517578,42.25873947143555,10975900,0.0025688968450128247
2022-01-31,42.5099983215332,44.83000183105469,42.279998779296875,44.7599983215332,44.06012725830078,8199900,0.042627579747920974
2022-02-01,45.0,45.83000183105469,44.86000061035156,45.18000030517578,44.47356033325195,6593200,0.009383383586875294
2022-02-02,44.650001525878906,44.970001220703125,43.56999969482422,44.290000915527344,43.597476959228516,7955500,-0.019698970971937402
2022-02-03,44.119998931884766,44.43000030517578,43.33000183105469,43.439998626708984,42.76076126098633,5512200,-0.01919183761538923
2022-02-04,43.150001525878906,43.95000076293945,42.7599983215332,43.65999984741211,42.977325439453125,5073900,0.005064553859203347
2022-02-07,44.470001220703125,45.11000061035156,43.93000030517578,44.599998474121094,43.902626037597656,7478500,0.021529971646283563
2022-02-08,45.0,46.15999984741211,44.75,46.06999969482422,45.349647521972656,9563800,0.03295979341043953
2022-02-09,46.5099983215332,47.7400016784668,46.400001525878906,47.02000045776367,46.284793853759766,9549800,0.020620807059944957
2022-02-10,46.68000030517578,47.470001220703125,46.369998931884766,46.529998779296875,45.80244827270508,7231600,-0.010421253740023007
2022-02-11,46.59000015258789,47.0099983215332,44.720001220703125,45.529998779296875,44.81808853149414,8422200,-0.021491421929022647
2022-02-14,45.66999816894531,46.369998931884766,44.90999984741211,45.380001068115234,44.670433044433594,6002300,-0.003294551193471551
2022-02-15,46.5,47.470001220703125,46.36000061035156,47.29999923706055,46.56040954589844,6872100,0.04230933914575852
2022-02-16,46.88999938964844,47.63999938964844,46.72999954223633,47.41999816894531,46.678531646728516,5773200,0.002536964386312679
2022-02-17,47.0,47.189998626708984,46.0099983215332,46.380001068115234,45.65480041503906,5538300,-0.021931521741884175
2022-02-18,46.25,46.93000030517578,45.79999923706055,45.97999954223633,45.261051177978516,5037800,-0.00862448709623187
2022-02-22,45.38999938964844,46.25,45.060001373291016,45.619998931884766,44.90667724609375,7196600,-0.00782955593521839
2022-02-23,46.08000183105469,46.220001220703125,43.959999084472656,44.0099983215332,43.32184982299805,7070800,-0.03529157622619605
2022-02-24,41.52000045776367,44.52000045776367,41.20000076293945,44.34000015258789,43.646697998046875,10439300,0.0074984834760305485
2022-02-25,44.81999969482422,45.650001525878906,44.61000061035156,45.13999938964844,44.434181213378906,6627700,0.01804221742884815
2022-02-28,44.349998474121094,44.84000015258789,43.29999923706055,43.79999923706055,43.115135192871094,10361100,-0.029685390491918318
2022-03-01,43.400001525878906,43.560001373291016,41.279998779296875,41.95000076293945,41.294063568115234,11235300,-0.042237409592002506
2022-03-02,42.5,43.060001373291016,41.959999084472656,42.31999969482422,41.65827941894531,8702600,0.008820053522446303
2022-03-03,43.20000076293945,43.369998931884766,41.40999984741211,41.66999816894531,41.01844024658203,10376000,-0.0153592318570962
2022-03-04,40.84000015258789,41.16999816894531,40.06999969482422,40.68000030517578,40.043922424316406,8594700,-0.023758041905233784
2022-03-07,40.38999938964844,40.689998626708984,36.75,37.189998626708984,36.608489990234375,17624500,-0.08579160646849837
2022-03-08,37.709999084472656,40.7599983215332,36.849998474121094,39.15999984741211,38.547691345214844,15028100,0.05297135597501468
2022-03-09,40.849998474121094,41.400001525878906,40.029998779296875,40.65999984741211,40.024234771728516,12104700,0.038304328352389394
2022-03-10,40.0,41.4900016784668,39.65999984741211,41.029998779296875,40.388450622558594,9483400,0.009099882931112191
2022-03-11,41.79999923706055,41.88999938964844,40.099998474121094,40.2400016784668,39.610801696777344,8790500,-0.019254240105633147
2022-03-14,40.59000015258789,41.11000061035156,39.209999084472656,40.099998474121094,39.47298812866211,7576000,-0.0034791915894609726
